Model,HO_Total,HO_Range,HO_LB,HO_Overload,HO_Failed,AvgQoSMean,AvgQoSStd,MinQoSMean,MinQoSStd,AvgQoS_Load,AvgQoS_Range,GiniMean,GiniStd,EvalSum,EvalProd
ARHC-Oracle,7775,3279,3082,1414,0,0.9747689869939438,0.05880950743570933,0.9569518336556624,0.09225732171310899,0.9747689869939438,1.0,0.12081714343954668,0.06317912356574942,3.894790996784566,0.8947909967845659
ARHC-01s,7880,3264,3152,1464,0,0.9747625079526511,0.05880063355669477,0.9567981328839629,0.09259967101455248,0.9747625079526511,1.0,0.1210140069572827,0.06340020059089628,3.8810739757037296,0.881284356867511
ARHC-02s,7958,3348,3088,1522,0,0.9747211294102838,0.05879631906212815,0.9565555503135761,0.09279502048065615,0.9747211294102838,1.0,0.12359901295263562,0.062415885323647634,3.851244205803571,0.8541426802653801
ARHC-03s,8069,3446,2999,1624,0,0.9746744214093801,0.058827598349535055,0.9562577634479658,0.09326053675490713,0.9746744214093801,1.0,0.1267318690612505,0.06136910176128874,3.814695139047115,0.8212734283838747
ARHC-04s,8161,3529,2989,1643,0,0.974619299458035,0.05885000652390826,0.9559292275168112,0.0936691272977126,0.974619299458035,1.0,0.12957792845462748,0.060493210389207776,3.7836367261933854,0.7938621960026083
ARHC-05s,8389,3603,3012,1774,0,0.9745460132530166,0.058913149036171564,0.9557496869999007,0.0938310975769031,0.9745460132530166,1.0,0.1323750807036411,0.06024030879040561,3.7405032722611606,0.7557686371891666
ARHC-10s,9237,3918,3167,2152,0,0.9739471290388321,0.05925064588679107,0.9534129761946925,0.09686603261753332,0.9739471290388321,1.0,0.14627455419098084,0.05822566153410428,3.5745868835627674,0.6192635209721336
ARHC-15s,10006,4117,3428,2461,23,0.9731136503028438,0.05957590236877793,0.9509605105457484,0.09929826857989127,0.9731136503028438,1.0,0.15674169170647384,0.05895272279926186,3.4581279367144155,0.5316671205904288
ARHC-20s,11017,4341,4047,2629,134,0.9712256203480664,0.06147244012557624,0.9469382061008059,0.10396403312808347,0.9712256203480664,1.0,0.16970146602078082,0.061778831738779516,3.329318756149039,0.443252925254795
ARHC-25s,11875,4461,4479,2935,142,0.9705407815726064,0.0617679156859776,0.9449451581747061,0.10577776666062466,0.9705407815726064,1.0,0.17565039430232365,0.06153520461446683,3.2567955307759133,0.3961835415811884
ARHC-30s,10977,4634,4011,2332,400,0.9687078086620714,0.06282628794899642,0.9409741584538209,0.10921721554955549,0.9687078086620714,1.0,0.1821469272590364,0.06330140121215445,3.274160214379254,0.4107936939043159
EarliestHO,10487,10487,0,0,0,0.9309845018742685,0.10388272322247163,0.8708253123609973,0.18621336231636454,0.9309845018742685,1.0,0.2626729407923416,0.08530874539906295,2.988426827835053,0.26519521001142066
LatestHO,6957,6957,0,0,0,0.9243137004819509,0.1042117709561178,0.8722586266735798,0.16105179235192246,0.9243137004819509,1.0,0.289431837315032,0.0819094619501671,3.277164278789898,0.3607905411188693
NearestRSU,7942,7942,0,0,0,0.9288023342443104,0.10038617562978666,0.8754771615357548,0.161696841500347,0.9288023342443104,1.0,0.2723274664784129,0.09129869135873052,3.187326142140815,0.3387704922575906
